Real-Time Object Detection Summary

Object: person, Confidence: 0.27, Color: Black, Position: Bottom-Right, Width: 117, Height: 50
Object: sports ball, Confidence: 0.25, Color: Gray, Position: Bottom-Center, Width: 90, Height: 89
Object: sports ball, Confidence: 0.26, Color: Gray, Position: Bottom-Center, Width: 90, Height: 89
Object: sports ball, Confidence: 0.30, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.36, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.35, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.29, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.35, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.42, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.35, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.36, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: kite, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 92, Height: 89
Object: kite, Confidence: 0.31, Color: Green, Position: Bottom-Center, Width: 91, Height: 90
Object: sports ball, Confidence: 0.25, Color: Gray, Position: Bottom-Center, Width: 90, Height: 89
Object: kite, Confidence: 0.27, Color: Green, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.35, Color: Gray, Position: Bottom-Center, Width: 92, Height: 89
Object: kite, Confidence: 0.35, Color: Green, Position: Bottom-Center, Width: 91, Height: 90
Object: sports ball, Confidence: 0.43, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: kite, Confidence: 0.27, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.31, Color: Green, Position: Bottom-Center, Width: 90, Height: 90
Object: kite, Confidence: 0.26, Color: Gray, Position: Bottom-Center, Width: 91, Height: 88
Object: sports ball, Confidence: 0.39, Color: Gray, Position: Bottom-Center, Width: 91, Height: 88
Object: kite, Confidence: 0.25, Color: Gray, Position: Bottom-Center, Width: 91, Height: 88
Object: sports ball, Confidence: 0.36, Color: Green, Position: Bottom-Center, Width: 91, Height: 89
Object: kite, Confidence: 0.31, Color: Gray, Position: Bottom-Center, Width: 91, Height: 90
Object: sports ball, Confidence: 0.31, Color: Green, Position: Bottom-Center, Width: 92, Height: 89
Object: sports ball, Confidence: 0.27, Color: Gray, Position: Bottom-Center, Width: 90, Height: 89
Object: sports ball, Confidence: 0.38, Color: Gray, Position: Bottom-Center, Width: 92, Height: 88
Object: kite, Confidence: 0.58, Color: Gray, Position: Bottom-Left, Width: 87, Height: 87
Object: kite, Confidence: 0.40, Color: Gray, Position: Bottom-Left, Width: 87, Height: 87
Object: kite, Confidence: 0.32, Color: Gray, Position: Bottom-Center, Width: 86, Height: 85
Object: kite, Confidence: 0.26, Color: Gray, Position: Bottom-Left, Width: 86, Height: 88
Object: person, Confidence: 0.58, Color: Black, Position: Center-Left, Width: 351, Height: 308
Object: cat, Confidence: 0.25, Color: Black, Position: Center-Left, Width: 222, Height: 158
Object: person, Confidence: 0.73, Color: Gray, Position: Bottom-Left, Width: 187, Height: 145
Object: teddy bear, Confidence: 0.27, Color: Black, Position: Bottom-Center, Width: 146, Height: 157
Object: teddy bear, Confidence: 0.55, Color: Gray, Position: Center, Width: 145, Height: 155
Object: teddy bear, Confidence: 0.32, Color: Black, Position: Center-Right, Width: 129, Height: 142
Object: teddy bear, Confidence: 0.33, Color: Black, Position: Center-Right, Width: 118, Height: 140
Object: teddy bear, Confidence: 0.48, Color: Gray, Position: Center-Right, Width: 120, Height: 140
Object: teddy bear, Confidence: 0.39, Color: Black, Position: Center-Right, Width: 118, Height: 141
Object: teddy bear, Confidence: 0.34, Color: Gray, Position: Center-Right, Width: 122, Height: 143
Object: teddy bear, Confidence: 0.40, Color: Gray, Position: Center-Right, Width: 135, Height: 144
Object: person, Confidence: 0.84, Color: Gray, Position: Bottom-Left, Width: 145, Height: 143
Object: person, Confidence: 0.69, Color: Gray, Position: Center, Width: 534, Height: 473
